,P,Exp P,Log P,Log Exp P
1548,0.0213817093695467,0.0543,1.67,1.265
7625,0.0215944118651852,0.0544,1.666,1.264
9907,0.021624685629685,0.0545,1.665,1.264
2528,0.0216441923667842,0.0546,1.665,1.263
5043,0.0216538404096457,0.0547,1.664,1.262
6534,0.0218311633884139,0.0548,1.661,1.261
7030,0.0218801355430871,0.0549,1.66,1.26
8262,0.0219290121070887,0.0551,1.659,1.259
1074,0.0220205476277531,0.0552,1.657,1.258
8638,0.0220452096986682,0.0553,1.657,1.257
6470,0.0221508070282091,0.0554,1.655,1.256
6614,0.0221770222315594,0.0555,1.654,1.256
6723,0.0223259123113914,0.0556,1.651,1.255
6006,0.022336127817478,0.0557,1.651,1.254
7964,0.0223895761428148,0.0558,1.65,1.253
9702,0.0226270353448339,0.0559,1.645,1.253
7547,0.0226738177361875,0.056,1.644,1.252
1051,0.022745817763489,0.0561,1.643,1.251
9292,0.0227772458851074,0.0562,1.642,1.25
4191,0.022955874774945,0.0563,1.639,1.249
8054,0.0230533053633416,0.0565,1.637,1.248
1024,0.0231094149690988,0.0566,1.636,1.247
3182,0.0231426744606059,0.0567,1.636,1.246
9105,0.0233494443063694,0.0568,1.632,1.246
4598,0.0233618745697914,0.0569,1.631,1.245
4843,0.0233713435324593,0.057,1.631,1.244
6347,0.0235143738416609,0.0571,1.629,1.243
7587,0.0235938234205149,0.0572,1.627,1.243
9257,0.023618630874989,0.0573,1.627,1.242
6790,0.0236308184767904,0.0574,1.627,1.241
6712,0.0237518115350021,0.0575,1.624,1.24
6975,0.0238359510789847,0.0576,1.623,1.24
6922,0.0238376327013555,0.0577,1.623,1.239
162,0.023921001861619,0.0578,1.621,1.238
7315,0.0239503574730679,0.0579,1.621,1.237
2411,0.0240558868939483,0.058,1.619,1.237
532,0.0242434381204449,0.0581,1.615,1.236
2894,0.0242739319080375,0.0582,1.615,1.235
6864,0.0243926759329138,0.0583,1.613,1.234
6168,0.0244077925007572,0.0584,1.612,1.234
1389,0.024686562441353,0.0585,1.608,1.233
8334,0.0246870885701266,0.0586,1.608,1.232
3755,0.024701341366211,0.0587,1.607,1.231
7016,0.0247214282461429,0.0589,1.607,1.23
2123,0.0248137847539352,0.059,1.605,1.229
8036,0.0249067487204166,0.0591,1.604,1.228
5214,0.0250333344235131,0.0592,1.601,1.228
5469,0.0250627550264304,0.0593,1.601,1.227
8581,0.0253271820422781,0.0594,1.596,1.226
6242,0.0254342147678,0.0595,1.595,1.225
1485,0.0255593658171719,0.0596,1.592,1.225
3057,0.0255891907831117,0.0597,1.592,1.224
3650,0.0257274568809879,0.0598,1.59,1.223
8453,0.0257752809979719,0.0599,1.589,1.223
3410,0.0258153252650827,0.06,1.588,1.222
9796,0.0259296702230293,0.0601,1.586,1.221
3143,0.0261110070566532,0.0602,1.583,1.22
721,0.0264175710347963,0.0604,1.578,1.219
8171,0.0264681422025599,0.0605,1.577,1.218
5279,0.0265872087077941,0.0607,1.575,1.217
6753,0.0266519048473771,0.0608,1.574,1.216
1813,0.0266616077947411,0.0609,1.574,1.215
7629,0.0269156010294094,0.061,1.57,1.215
430,0.0269459445982542,0.0611,1.57,1.214
9277,0.0271315599646888,0.0612,1.567,1.213
2751,0.0271461278094112,0.0613,1.566,1.213
1549,0.0272603938060237,0.0614,1.564,1.212
63,0.0273142861710823,0.0615,1.564,1.211
9494,0.0273467453546988,0.0616,1.563,1.21
3621,0.0274219637952861,0.0618,1.562,1.209
2721,0.0276821709255169,0.0619,1.558,1.208
7154,0.0277606823625378,0.0621,1.557,1.207
989,0.0279117022937716,0.0622,1.554,1.206
9545,0.0279508434079048,0.0624,1.554,1.205
9322,0.028101342616998,0.0625,1.551,1.204
668,0.0281576084647789,0.0626,1.55,1.203
2699,0.028268275071776,0.0628,1.549,1.202
3820,0.0286595257604232,0.0629,1.543,1.201
9003,0.0288032540293499,0.063,1.541,1.201
5998,0.0289228096543887,0.0631,1.539,1.2
9966,0.0289697244385378,0.0632,1.538,1.199
4472,0.0292490406379549,0.0634,1.534,1.198
5721,0.0294615284561501,0.0635,1.531,1.197
6544,0.0294689520018073,0.0637,1.531,1.196
79,0.0299442682847716,0.0638,1.524,1.195
6441,0.0299716994463282,0.0639,1.523,1.194
5478,0.0301823063538352,0.0641,1.52,1.193
3491,0.0302327739919817,0.0642,1.52,1.192
2542,0.0303384878788469,0.0643,1.518,1.192
6873,0.0303612111189908,0.0644,1.518,1.191
1470,0.0304890122488965,0.0645,1.516,1.19
5705,0.0305314186279381,0.0646,1.515,1.19
1063,0.0305936952618795,0.0647,1.514,1.189
7045,0.0306660666368627,0.0648,1.513,1.188
5416,0.0307615828668296,0.065,1.512,1.187
4720,0.0309437515430732,0.0651,1.509,1.186
8365,0.0310133497170102,0.0653,1.508,1.185
2949,0.0310891261827468,0.0654,1.507,1.184
4990,0.0312277974981598,0.0655,1.505,1.184
658,0.0312752858351665,0.0656,1.505,1.183
8058,0.0313381592966661,0.0657,1.504,1.182
7996,0.0313677377111818,0.0659,1.504,1.181
8277,0.0314827734824825,0.066,1.502,1.18
8182,0.031529586316563,0.0661,1.501,1.18
609,0.0315576089677636,0.0662,1.501,1.179
8317,0.0315814931475139,0.0663,1.501,1.178
9881,0.0318106884536012,0.0664,1.497,1.178
2613,0.0319286092206134,0.0665,1.496,1.177
7057,0.0319409078139245,0.0667,1.496,1.176
2646,0.032090038519584,0.0668,1.494,1.175
8249,0.032308821680192,0.067,1.491,1.174
1563,0.0323199820597034,0.0671,1.491,1.173
7369,0.0323301839767286,0.0672,1.49,1.173
8157,0.0323584098183547,0.0673,1.49,1.172
3822,0.0324068792854538,0.0674,1.489,1.171
3407,0.0324852051077982,0.0676,1.488,1.17
8024,0.0325379051749115,0.0677,1.488,1.169
6380,0.0326174954406255,0.0678,1.487,1.169
4696,0.0327012024617469,0.0679,1.485,1.168
4092,0.0328774201292237,0.068,1.483,1.167
3414,0.0334327520822205,0.0682,1.476,1.166
5453,0.0335336443453786,0.0683,1.475,1.166
6203,0.0335371865686511,0.0684,1.474,1.165
2185,0.0335721518224408,0.0685,1.474,1.164
3299,0.0335826606954094,0.0687,1.474,1.163
5787,0.0336685761596946,0.0688,1.473,1.162
179,0.0337330094037197,0.069,1.472,1.161
4124,0.0338856541644961,0.0691,1.47,1.161
9001,0.0339294452114898,0.0692,1.469,1.16
4977,0.0340645515615277,0.0693,1.468,1.159
6353,0.0342679706920045,0.0694,1.465,1.159
2734,0.0344344542223853,0.0695,1.463,1.158
5323,0.0344697110572787,0.0696,1.463,1.157
915,0.0344954349902777,0.0697,1.462,1.157
2700,0.0345076805439563,0.0698,1.462,1.156
409,0.0345758748323425,0.0699,1.461,1.156
2714,0.0345930278452505,0.07,1.461,1.155
4734,0.0346271127334961,0.0701,1.461,1.154
687,0.034827000059725,0.0702,1.458,1.154
319,0.0352197651054411,0.0703,1.453,1.153
9745,0.0352232157128825,0.0704,1.453,1.152
1413,0.0355326762822878,0.0706,1.449,1.151
1777,0.0356012532233477,0.0708,1.449,1.15
7116,0.0356270793091951,0.0709,1.448,1.149
3025,0.0359916411733433,0.071,1.444,1.149
288,0.0362299924639724,0.0711,1.441,1.148
5867,0.0363357502627672,0.0713,1.44,1.147
6342,0.0363455754245697,0.0714,1.44,1.146
1310,0.0364617249554307,0.0715,1.438,1.146
2581,0.0364943262390352,0.0716,1.438,1.145
1279,0.0365144362972766,0.0717,1.438,1.144
375,0.0365853023083944,0.0718,1.437,1.144
5694,0.0367683628926205,0.0719,1.435,1.143
8467,0.0370276454331349,0.072,1.431,1.143
8208,0.0370507366115521,0.0721,1.431,1.142
7118,0.037051464902487,0.0722,1.431,1.141
4459,0.0373359762795933,0.0723,1.428,1.141
6114,0.0374617113509853,0.0724,1.426,1.14
8769,0.037640390839365,0.0726,1.424,1.139
2305,0.0380193575261094,0.0727,1.42,1.138
470,0.0380953540702092,0.0728,1.419,1.138
1463,0.0381447887411301,0.0729,1.419,1.137
3898,0.0382450080713926,0.073,1.417,1.137
8545,0.0383433663007349,0.0731,1.416,1.136
4660,0.0383493664378355,0.0732,1.416,1.135
4996,0.0385551742360235,0.0733,1.414,1.135
458,0.0387916321620822,0.0734,1.411,1.134
2760,0.0390880498136099,0.0736,1.408,1.133
3633,0.0391881703966853,0.0738,1.407,1.132
3816,0.0393961832978532,0.0739,1.405,1.131
7526,0.039425949795337,0.074,1.404,1.131
4691,0.0395260340577092,0.0741,1.403,1.13
1285,0.0396450948768383,0.0743,1.402,1.129
6104,0.0396846924954511,0.0744,1.401,1.128
1592,0.0397941146325459,0.0746,1.4,1.127
2197,0.0399734526981625,0.0747,1.398,1.127
3238,0.0401191064059931,0.0748,1.397,1.126
1950,0.0401712716306235,0.0749,1.396,1.126
7338,0.0401975447312188,0.075,1.396,1.125
4704,0.040220961056981,0.0751,1.396,1.124
8912,0.0404084963813822,0.0752,1.394,1.124
9733,0.0405251734729362,0.0753,1.392,1.123
4866,0.0406043093137113,0.0754,1.391,1.123
9346,0.04060474367052,0.0755,1.391,1.122
9914,0.0406670977674192,0.0756,1.391,1.121
624,0.0407264931180159,0.0757,1.39,1.121
4783,0.0407724646108976,0.0758,1.39,1.12
9122,0.0410955342245619,0.0759,1.386,1.12
8983,0.0412223759262029,0.076,1.385,1.119
3363,0.0412999270043549,0.0761,1.384,1.119
3297,0.0414793244692789,0.0762,1.382,1.118
1511,0.0415035186749747,0.0763,1.382,1.117
2371,0.0416527329340115,0.0764,1.38,1.117
6803,0.0416952731388351,0.0765,1.38,1.116
9642,0.0417553108045272,0.0766,1.379,1.116
6174,0.0422230129112087,0.0767,1.374,1.115
9068,0.0422478242022636,0.0769,1.374,1.114
3735,0.0423108407112857,0.0771,1.374,1.113
2248,0.0423185024265289,0.0772,1.373,1.112
4851,0.0423596237541683,0.0774,1.373,1.111
2325,0.0424650500415607,0.0776,1.372,1.11
4443,0.0425457343672709,0.0777,1.371,1.11
246,0.0427122859535288,0.0778,1.369,1.109
541,0.0427353853051641,0.0779,1.369,1.108
2493,0.0428488394442683,0.078,1.368,1.108
6098,0.0429007791255714,0.0781,1.368,1.107
7105,0.0430447644555376,0.0782,1.366,1.107
7844,0.0432039258467781,0.0783,1.364,1.106
4948,0.0432871445175635,0.0785,1.364,1.105
6217,0.0434195540020018,0.0786,1.362,1.105
301,0.0435501066793592,0.0787,1.361,1.104
9567,0.0437820648804868,0.0788,1.359,1.103
3306,0.043907519641604,0.0789,1.357,1.103
4262,0.0439891263770221,0.079,1.357,1.102
2612,0.0440652088399812,0.0791,1.356,1.102
317,0.044161767239934,0.0792,1.355,1.101
9432,0.0442429823176946,0.0793,1.354,1.101
9041,0.0443564633809969,0.0794,1.353,1.1
3153,0.0444738354988003,0.0795,1.352,1.1
8186,0.0445582551001244,0.0796,1.351,1.099
6291,0.0447003494832204,0.0798,1.35,1.098
5535,0.0448209874563106,0.0799,1.349,1.097
7443,0.0448785684722455,0.08,1.348,1.097
8149,0.0453193267033623,0.0801,1.344,1.096
6092,0.0455135415450842,0.0802,1.342,1.096
7955,0.0456217307554579,0.0803,1.341,1.095
6835,0.0457325599481286,0.0805,1.34,1.094
4270,0.0457890745445533,0.0806,1.339,1.094
4693,0.0458556516459576,0.0807,1.339,1.093
7219,0.045898196048971,0.0808,1.338,1.093
8662,0.0459390714218483,0.0809,1.338,1.092
382,0.0460295828025259,0.081,1.337,1.092
5525,0.0460518413029237,0.0811,1.337,1.091
3468,0.0461597353423223,0.0812,1.336,1.09
1533,0.0462075581405085,0.0813,1.335,1.09
2881,0.0462440024705203,0.0814,1.335,1.089
1559,0.0463358784749658,0.0815,1.334,1.089
2039,0.0463415179602037,0.0816,1.334,1.088
1939,0.0463721773343812,0.0818,1.334,1.087
3807,0.046744385018743,0.0819,1.33,1.087
7481,0.0468780406162548,0.082,1.329,1.086
3515,0.0469422794684463,0.0821,1.328,1.086
9807,0.0469502528534244,0.0822,1.328,1.085
4822,0.0471039247479883,0.0823,1.327,1.085
362,0.0474395450767622,0.0824,1.324,1.084
7560,0.0475100406504862,0.0825,1.323,1.084
6110,0.0475380068991691,0.0826,1.323,1.083
222,0.0475962857955406,0.0827,1.322,1.082
9300,0.0477113579767309,0.0828,1.321,1.082
2606,0.0477491676688477,0.0829,1.321,1.081
8885,0.0478462744103488,0.083,1.32,1.081
5520,0.0478768814541553,0.0831,1.32,1.08
935,0.0479442034347921,0.0832,1.319,1.08
5688,0.0479561765582909,0.0833,1.319,1.079
8246,0.0480362728420044,0.0835,1.318,1.078
4823,0.048205745965392,0.0837,1.317,1.077
8836,0.0483088225432168,0.0839,1.316,1.076
7305,0.0483826031176591,0.084,1.315,1.076
2658,0.0484113361160671,0.0841,1.315,1.075
1446,0.0485440857590419,0.0843,1.314,1.074
2908,0.0486204096365022,0.0844,1.313,1.074
2087,0.048747277614882,0.0845,1.312,1.073
2590,0.0488193760267638,0.0847,1.311,1.072
7823,0.0490367172978781,0.0849,1.309,1.071
4292,0.0492307111685461,0.085,1.308,1.071
5971,0.0494648625149407,0.0851,1.306,1.07
4878,0.0494846593814933,0.0853,1.306,1.069
8711,0.0495548973226205,0.0854,1.305,1.069
3584,0.0495685728860965,0.0855,1.305,1.068
5807,0.0496257310532683,0.0857,1.304,1.067
6679,0.0498585120316963,0.0859,1.302,1.066
9573,0.0500665998436064,0.086,1.3,1.066
7613,0.0501310377498428,0.0861,1.3,1.065
96,0.0504802082582924,0.0862,1.297,1.064
4730,0.0508164394694344,0.0863,1.294,1.064
6839,0.0510471809891864,0.0864,1.292,1.063
3638,0.0511221776448396,0.0865,1.291,1.063
3466,0.0514639206213022,0.0866,1.288,1.062
2777,0.0517181121175383,0.0868,1.286,1.061
9626,0.0519161799166378,0.087,1.285,1.06
1894,0.0521603052778239,0.0871,1.283,1.06
837,0.0522641791123763,0.0872,1.282,1.059
4721,0.0522800281780736,0.0874,1.282,1.058
340,0.0523904559388039,0.0875,1.281,1.058
5629,0.052410253945302,0.0876,1.281,1.057
8466,0.052491681812013,0.0878,1.28,1.057
8455,0.0526125339077997,0.0879,1.279,1.056
9550,0.0526796346832377,0.0881,1.278,1.055
6066,0.052903148746837,0.0883,1.277,1.054
4613,0.0529775991285887,0.0884,1.276,1.054
5342,0.0530411946472945,0.0885,1.275,1.053
4456,0.0531310988313986,0.0887,1.275,1.052
9333,0.0533791214516098,0.0888,1.273,1.052
8091,0.0534737665952733,0.0889,1.272,1.051
632,0.0537289149748365,0.089,1.27,1.051
2354,0.0539492895058369,0.0891,1.268,1.05
7223,0.0542634296114996,0.0892,1.265,1.05
827,0.0543787758297858,0.0893,1.265,1.049
9030,0.0544526261883814,0.0894,1.264,1.049
6750,0.0544970590423416,0.0895,1.264,1.048
6072,0.0545493902727031,0.0896,1.263,1.048
1908,0.0545603915348827,0.0897,1.263,1.047
897,0.0547730753052071,0.0898,1.261,1.047
6097,0.0549320266477927,0.0899,1.26,1.046
5108,0.0550443092368258,0.0901,1.259,1.045
6333,0.055173846802576,0.0902,1.258,1.045
297,0.055225160082264,0.0903,1.258,1.044
1744,0.0555163496240799,0.0905,1.256,1.043
9094,0.0555454662312209,0.0907,1.255,1.042
715,0.0557403693800062,0.0908,1.254,1.042
5669,0.0558433578677862,0.0909,1.253,1.041
4301,0.055957801123436,0.0911,1.252,1.04
6524,0.0561209212476574,0.0912,1.251,1.04
441,0.0561653718720127,0.0914,1.251,1.039
6986,0.0561732802088544,0.0915,1.25,1.039
9606,0.0561915475357796,0.0916,1.25,1.038
1050,0.056281362580325,0.0918,1.25,1.037
9707,0.0563007285414011,0.092,1.249,1.036
7876,0.0564089682867388,0.0922,1.249,1.035
2750,0.0565965141868056,0.0924,1.247,1.034
1271,0.056630527371645,0.0926,1.247,1.033
7962,0.0567198328941163,0.0927,1.246,1.033
2463,0.0568076579194284,0.0928,1.246,1.032
9184,0.0568376307470324,0.0929,1.245,1.032
2892,0.057043684637038,0.0931,1.244,1.031
6216,0.0571914322944708,0.0933,1.243,1.03
6317,0.0572231914058911,0.0934,1.242,1.03
7421,0.0573947218279064,0.0935,1.241,1.029
7406,0.0574979380026147,0.0936,1.24,1.029
9890,0.0574995943897617,0.0937,1.24,1.028
2867,0.0575722199992795,0.0939,1.24,1.027
6180,0.0576136654061799,0.094,1.239,1.027
7384,0.0576508738398419,0.0941,1.239,1.026
6894,0.0580174957587843,0.0943,1.236,1.025
8591,0.058345450690072,0.0944,1.234,1.025
585,0.0584588028538083,0.0945,1.233,1.025
4307,0.0585662555043439,0.0946,1.232,1.024
7211,0.0585840847550459,0.0948,1.232,1.023
6509,0.0587189656610995,0.0949,1.231,1.023
1800,0.0587838375569718,0.095,1.231,1.022
5484,0.0588703085771035,0.0951,1.23,1.022
8565,0.0589021650206928,0.0952,1.23,1.021
6184,0.0590763874265354,0.0953,1.229,1.021
1794,0.0594501127841242,0.0954,1.226,1.02
4832,0.0596002805381818,0.0955,1.225,1.02
921,0.0598681067224802,0.0956,1.223,1.02
7043,0.0599372738268244,0.0957,1.222,1.019
3498,0.0603791702221602,0.0958,1.219,1.019
6643,0.0606738876363995,0.0959,1.217,1.018
539,0.0608225258983968,0.096,1.216,1.018
3989,0.0610215660635835,0.0961,1.215,1.017
4309,0.0610554371116526,0.0962,1.214,1.017
6799,0.0611514255115109,0.0963,1.214,1.016
168,0.0611963579355264,0.0965,1.213,1.015
8363,0.0614199698476304,0.0968,1.212,1.014
5052,0.0618803974329775,0.0969,1.208,1.014
136,0.061884063812877,0.097,1.208,1.013
3620,0.0620718604262637,0.0972,1.207,1.012
7516,0.0623336786540885,0.0973,1.205,1.012
876,0.0624484830229076,0.0974,1.204,1.011
21,0.0626298845666613,0.0977,1.203,1.01
4164,0.0627596433586022,0.0978,1.202,1.01
523,0.0628930042245392,0.0979,1.201,1.009
8741,0.0630614974943214,0.098,1.2,1.009
2711,0.0630908687764337,0.0981,1.2,1.008
4739,0.0634398867787401,0.0982,1.198,1.008
9637,0.0636398619641606,0.0983,1.196,1.007
9361,0.0637877373258498,0.0986,1.195,1.006
4312,0.0638187708235686,0.0988,1.195,1.005
2933,0.0639272747555953,0.0989,1.194,1.005
5582,0.0640413020019414,0.099,1.194,1.004
4723,0.0641330794261993,0.0991,1.193,1.004
8627,0.0642183752636256,0.0992,1.192,1.003
468,0.0644828478178861,0.0995,1.191,1.002
1595,0.0645474072368048,0.0997,1.19,1.001
9536,0.064765421403722,0.0999,1.189,1.0
8113,0.0648136197821974,0.1001,1.188,1.0
2094,0.0648420428780183,0.1002,1.188,0.999
5633,0.0649331191888038,0.1004,1.188,0.998
3433,0.0649549035922859,0.1005,1.187,0.998
6667,0.0649876495167544,0.1006,1.187,0.997
427,0.0652001964651806,0.1008,1.186,0.997
2575,0.0653092723570876,0.1009,1.185,0.996
2552,0.0654983760836069,0.1011,1.184,0.995
1797,0.0656793115916086,0.1012,1.183,0.995
9496,0.0657140497044206,0.1013,1.182,0.994
6718,0.0658451771833481,0.1014,1.181,0.994
9458,0.0659964327100384,0.1015,1.18,0.994
2011,0.0663111259556804,0.1016,1.178,0.993
7090,0.0665214865052415,0.1017,1.177,0.993
4750,0.066524918305425,0.1018,1.177,0.992
3441,0.0667732287839995,0.102,1.175,0.991
3078,0.06690939839662,0.1023,1.175,0.99
6111,0.0669323062575631,0.1024,1.174,0.99
102,0.0670229704615036,0.1025,1.174,0.989
7604,0.0670655817756157,0.1027,1.174,0.988
7343,0.0670923643609673,0.1028,1.173,0.988
2484,0.0674815012797743,0.103,1.171,0.987
7961,0.0675371873638352,0.1031,1.17,0.987
9676,0.067595995633651,0.1032,1.17,0.986
6148,0.0676815249207682,0.1034,1.17,0.985
1106,0.0677052057675718,0.1035,1.169,0.985
167,0.067927030731828,0.1037,1.168,0.984
9693,0.0680645683981654,0.1038,1.167,0.984
7479,0.0681815915728327,0.1039,1.166,0.983
9758,0.0683288798159462,0.1041,1.165,0.983
324,0.068415118510921,0.1042,1.165,0.982
5698,0.068545063691187,0.1043,1.164,0.982
2085,0.0685790094265251,0.1044,1.164,0.981
9580,0.0689060393179605,0.1046,1.162,0.98
9861,0.0690327368023698,0.1048,1.161,0.98
8932,0.0690376016522442,0.1049,1.161,0.979
7858,0.0690653100800668,0.1051,1.161,0.978
4672,0.069210747139372,0.1052,1.16,0.978
9675,0.0692607524284735,0.1054,1.16,0.977
3574,0.069378897599626,0.1055,1.159,0.977
5374,0.069472663419903,0.1056,1.158,0.976
5655,0.069838442563717,0.1059,1.156,0.975
3104,0.0699166981907355,0.106,1.155,0.975
3180,0.070030522440733,0.1061,1.155,0.974
8007,0.07011919403504,0.1062,1.154,0.974
2479,0.0701370193019934,0.1063,1.154,0.973
2789,0.0704770980764927,0.1066,1.152,0.972
241,0.0705709134440245,0.1067,1.151,0.972
8570,0.0706125311024807,0.1068,1.151,0.971
8242,0.0707215044002207,0.1071,1.15,0.97
9476,0.0709799928153065,0.1072,1.149,0.97
5444,0.0710521268696961,0.1073,1.148,0.969
8037,0.0711389701068551,0.1076,1.148,0.968
8795,0.0714051907374981,0.1078,1.146,0.967
9681,0.0715332756184843,0.108,1.145,0.967
3325,0.0715798862031506,0.1081,1.145,0.966
2369,0.0717301128958805,0.1083,1.144,0.965
986,0.0720707220097099,0.1085,1.142,0.965
1394,0.0721136926245074,0.1086,1.142,0.964
9560,0.0722587323881305,0.1087,1.141,0.964
5017,0.07226193195183,0.1088,1.141,0.963
1088,0.0725936779398161,0.1091,1.139,0.962
3551,0.0730074695145377,0.1092,1.137,0.962
2979,0.0730774976107962,0.1093,1.136,0.961
3082,0.073206020771656,0.1095,1.135,0.961
9193,0.0732569727585582,0.1096,1.135,0.96
7044,0.0734195675533078,0.1097,1.134,0.96
299,0.0734740970852187,0.1098,1.134,0.959
3995,0.0735641526434585,0.1099,1.133,0.959
4266,0.0737212348663796,0.1101,1.132,0.958
6087,0.0738479095566786,0.1103,1.132,0.957
1889,0.0738951241584763,0.1104,1.131,0.957
2482,0.0739506782936364,0.1106,1.131,0.956
6910,0.0740809329369647,0.1107,1.13,0.956
9628,0.0740972440349843,0.1108,1.13,0.955
552,0.0742899682918799,0.1109,1.129,0.955
4595,0.0744168146543047,0.111,1.128,0.955
1966,0.074423083886931,0.1111,1.128,0.954
8253,0.0746265241725648,0.1114,1.127,0.953
6638,0.0746698999811571,0.1116,1.127,0.952
2137,0.0748567414247645,0.1118,1.126,0.952
2069,0.0749266106994678,0.1119,1.125,0.951
8430,0.0749718028906625,0.1121,1.125,0.95
9651,0.0751134828663211,0.1124,1.124,0.949
9196,0.0755428884781303,0.1126,1.122,0.948
3568,0.075718968650249,0.1127,1.121,0.948
5568,0.0758912665740471,0.1129,1.12,0.947
5252,0.0760089987409682,0.1131,1.119,0.947
8728,0.0760240310429708,0.1132,1.119,0.946
435,0.0762826001476035,0.1133,1.118,0.946
3360,0.0762995812048523,0.1134,1.117,0.945
5679,0.0767127079281801,0.1137,1.115,0.944
563,0.0768573178032325,0.1138,1.114,0.944
5990,0.0769158619777053,0.1139,1.114,0.943
1383,0.0770525345112398,0.114,1.113,0.943
5097,0.0772044462944101,0.1142,1.112,0.942
4746,0.0774603648331714,0.1143,1.111,0.942
7819,0.0774758399388837,0.1145,1.111,0.941
244,0.0776619932246268,0.1146,1.11,0.941
1743,0.0776925568826715,0.1147,1.11,0.94
5254,0.077758354327367,0.1148,1.109,0.94
101,0.0778264531947262,0.115,1.109,0.939
4801,0.0780448618015033,0.1152,1.108,0.939
6173,0.0782256297676565,0.1153,1.107,0.938
7508,0.0782674354336195,0.1154,1.106,0.938
5824,0.0782710666423084,0.1155,1.106,0.937
83,0.0784439115353139,0.1158,1.105,0.936
7040,0.0788273736890363,0.116,1.103,0.936
815,0.0790666267441472,0.1161,1.102,0.935
6439,0.0791881723704159,0.1163,1.101,0.934
9165,0.0793854318050243,0.1166,1.1,0.933
5862,0.0794900739045885,0.1169,1.1,0.932
8890,0.0798948600491946,0.117,1.097,0.932
9830,0.0798998971890251,0.1171,1.097,0.931
5800,0.0802796545887423,0.1174,1.095,0.93
2762,0.0804197537885154,0.1177,1.095,0.929
3953,0.0805291155924091,0.1178,1.094,0.929
9645,0.0805438913563856,0.1179,1.094,0.928
8136,0.0806360190253086,0.1182,1.093,0.927
5683,0.0809563334083441,0.1185,1.092,0.926
2042,0.0810289223051687,0.1187,1.091,0.926
5409,0.0810754324232052,0.1188,1.091,0.925
3993,0.0811456186770724,0.119,1.091,0.924
824,0.0814098520923031,0.1191,1.089,0.924
1317,0.0814729792879961,0.1193,1.089,0.923
2334,0.0819393660167246,0.1195,1.087,0.923
3,0.0820628111780368,0.1196,1.086,0.922
7998,0.0822186338761607,0.1197,1.085,0.922
37,0.0823439884026343,0.1199,1.084,0.921
9835,0.0824792620172508,0.1201,1.084,0.92
7340,0.0825228216047338,0.1202,1.083,0.92
7983,0.0827533752834626,0.1204,1.082,0.919
1552,0.0828940889524161,0.1207,1.081,0.918
8681,0.0829771420056098,0.121,1.081,0.917
5275,0.0830293882208562,0.1212,1.081,0.916
6568,0.0831161221971142,0.1213,1.08,0.916
9917,0.0832595190358281,0.1215,1.08,0.915
6937,0.0832862849138286,0.1216,1.079,0.915
6166,0.0834633490560456,0.1218,1.079,0.914
7372,0.0834821205506775,0.1219,1.078,0.914
5056,0.0835878442070921,0.1221,1.078,0.913
1501,0.0837387969358711,0.1223,1.077,0.913
8598,0.083790174590006,0.1224,1.077,0.912
4210,0.0839269719250905,0.1227,1.076,0.911
9775,0.0841920583601251,0.1228,1.075,0.911
8679,0.0842743264868706,0.1229,1.074,0.91
4352,0.0843515530298799,0.1232,1.074,0.909
2427,0.0845022485134121,0.1235,1.073,0.908
3010,0.0849063838443755,0.1237,1.071,0.908
6032,0.084942011832714,0.1238,1.071,0.907
3485,0.0852245338179823,0.1239,1.069,0.907
3199,0.0852362413581553,0.1241,1.069,0.906
166,0.0856536303509108,0.1244,1.067,0.905
5795,0.08577814431493,0.1246,1.067,0.904
1608,0.0858956514226084,0.1247,1.066,0.904
833,0.0860176961560183,0.1249,1.065,0.903
8155,0.0862166693210515,0.125,1.064,0.903
8045,0.0863714291560766,0.1252,1.064,0.902
7621,0.0866471661633685,0.1253,1.062,0.902
2134,0.0866922042835891,0.1255,1.062,0.901
9995,0.0868529158252585,0.1256,1.061,0.901
813,0.0869574324556872,0.1258,1.061,0.9
8270,0.0870484237800063,0.1259,1.06,0.9
7492,0.0873911824544096,0.126,1.059,0.9
572,0.087456621112485,0.1261,1.058,0.899
5011,0.08766623717028,0.1263,1.057,0.899
4871,0.087740762712117,0.1264,1.057,0.898
9381,0.087826327351611,0.1265,1.056,0.898
6476,0.0880259959476616,0.1266,1.055,0.898
3275,0.0881426063131652,0.1267,1.055,0.897
1398,0.0882443829477595,0.1268,1.054,0.897
4641,0.0885707998576556,0.1269,1.053,0.897
7412,0.0886073376144914,0.127,1.053,0.896
7344,0.0886714760592311,0.1271,1.052,0.896
7137,0.0890747622038661,0.1273,1.05,0.895
5523,0.0892279484112005,0.1275,1.049,0.894
5153,0.089309286277248,0.1278,1.049,0.893
1441,0.0894880847888255,0.1281,1.048,0.892
8623,0.0897617578026625,0.1282,1.047,0.892
8474,0.0900181342455656,0.1283,1.046,0.892
6758,0.0900272530518121,0.1284,1.046,0.891
6552,0.090336506891788,0.1285,1.044,0.891
3635,0.0905534478812801,0.1287,1.043,0.89
2058,0.0908100111921021,0.1289,1.042,0.89
1436,0.0908979766636634,0.129,1.041,0.889
2826,0.0910330081281916,0.1293,1.041,0.888
6207,0.0911415417843949,0.1294,1.04,0.888
1547,0.0912245009834955,0.1296,1.04,0.887
7638,0.0913501541156014,0.1299,1.039,0.886
1042,0.0915470493380398,0.1302,1.038,0.885
